Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Price Bid,Price Offer,ID,mini
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2928,,122,18-Mar-12,18-Mar-12,0.5625,-8.0847,0.39402,0.02027,-0.00129,0.00851,0.5425,0.5825,EURUSD_1198,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2927,,123,19-Mar-12,19-Mar-12,0.5625,-8.0522,0.38941,0.0202,-0.00127,0.00851,0.5425,0.5825,EURUSD_1199,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2926,,124,20-Mar-12,20-Mar-12,0.565,-8.0206,0.38498,0.02014,-0.00126,0.00852,0.545,0.585,EURUSD_1200,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2925,,125,21-Mar-12,21-Mar-12,0.565,-7.9887,0.38054,0.02008,-0.00125,0.00852,0.545,0.585,EURUSD_1201,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2924,,126,22-Mar-12,22-Mar-12,0.565,-7.9573,0.37621,0.02002,-0.00123,0.00852,0.545,0.585,EURUSD_1202,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2923,,127,23-Mar-12,23-Mar-12,0.5675,-7.9265,0.37203,0.01997,-0.00122,0.00853,0.5475,0.5875,EURUSD_1203,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2922,,128,24-Mar-12,24-Mar-12,0.5675,-7.9165,0.37148,0.02004,-0.00121,0.00859,0.5475,0.5875,EURUSD_1204,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2921,,129,25-Mar-12,25-Mar-12,0.5675,-7.8937,0.36871,0.02002,-0.0012,0.00861,0.5475,0.5875,EURUSD_1205,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.29,,1,18-Nov-11,18-Nov-11,0.00135,-0.00219,0.01073,0.00001,0,0,0,0.0027,EURUSD_1206,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2898,,2,19-Nov-11,19-Nov-11,0.0175,-0.01522,0.05973,0.00005,-0.00004,0,0,0.035,EURUSD_1207,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2897,,3,20-Nov-11,20-Nov-11,0.03175,-0.26548,0.66188,0.00079,-0.00093,0,0.001,0.0625,EURUSD_1208,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2896,,4,21-Nov-11,21-Nov-11,0.045,-1.3206,2.186,0.0037,-0.00522,0,0.0075,0.0825,EURUSD_1209,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2895,,5,22-Nov-11,22-Nov-11,0.05375,-2.8064,3.4782,0.00761,-0.0105,0.00007,0.015,0.0925,EURUSD_1210,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2894,,6,23-Nov-11,23-Nov-11,0.06,-4.2927,4.2535,0.01141,-0.01448,0.0002,0.02,0.1,EURUSD_1211,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2893,,7,24-Nov-11,24-Nov-11,0.065,-5.3491,4.5702,0.01427,-0.01603,0.00037,0.025,0.105,EURUSD_1212,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2892,,8,25-Nov-11,25-Nov-11,0.08375,-6.4022,4.718,0.01696,-0.01719,0.00057,0.045,0.1225,EURUSD_1213,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2891,,9,26-Nov-11,26-Nov-11,0.08875,-6.6101,4.7153,0.01829,-0.01588,0.00074,0.0525,0.125,EURUSD_1214,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.289,,10,27-Nov-11,27-Nov-11,0.10125,-7.2142,4.7,0.02012,-0.01575,0.00095,0.065,0.1375,EURUSD_1215,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2889,,11,28-Nov-11,28-Nov-11,0.11875,-7.9317,4.6108,0.02193,-0.01589,0.0012,0.085,0.1525,EURUSD_1216,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2888,,12,29-Nov-11,29-Nov-11,0.135,-8.5171,4.4696,0.02338,-0.01573,0.00144,0.1025,0.1675,EURUSD_1217,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2887,,13,30-Nov-11,30-Nov-11,0.15,-8.9917,4.3007,0.02454,-0.0154,0.00169,0.1175,0.1825,EURUSD_1218,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2886,,14,01-Dec-11,01-Dec-11,0.165,-9.3744,4.1198,0.02547,-0.01497,0.00192,0.135,0.195,EURUSD_1219,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2885,,15,02-Dec-11,02-Dec-11,0.1825,-9.6826,3.9359,0.0262,-0.01447,0.00215,0.1525,0.2125,EURUSD_1220,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2884,,16,03-Dec-11,03-Dec-11,0.18625,-9.7291,3.8858,0.02697,-0.01364,0.00235,0.1575,0.215,EURUSD_1221,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2883,,17,04-Dec-11,04-Dec-11,0.19625,-9.8956,3.7548,0.02758,-0.01309,0.00256,0.17,0.2225,EURUSD_1222,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2882,,18,05-Dec-11,05-Dec-11,0.20875,-10.09,3.5803,0.02801,-0.01263,0.00277,0.1825,0.235,EURUSD_1223,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2881,,19,06-Dec-11,06-Dec-11,0.22,-10.25,3.4144,0.02833,-0.01217,0.00297,0.195,0.245,EURUSD_1224,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.288,,20,07-Dec-11,07-Dec-11,0.23125,-10.37,3.2574,0.02858,-0.0117,0.00316,0.2075,0.255,EURUSD_1225,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2879,,21,08-Dec-11,08-Dec-11,0.24125,-10.46,3.1091,0.02875,-0.01126,0.00334,0.2175,0.265,EURUSD_1226,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2878,,22,09-Dec-11,09-Dec-11,0.2525,-10.53,2.9699,0.02887,-0.01082,0.00352,0.23,0.275,EURUSD_1227,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2877,,23,10-Dec-11,10-Dec-11,0.255,-10.52,2.9359,0.02937,-0.01035,0.0037,0.2325,0.2775,EURUSD_1228,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2876,,24,11-Dec-11,11-Dec-11,0.26125,-10.55,2.8428,0.02958,-0.00996,0.00387,0.24,0.2825,EURUSD_1229,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2875,,25,12-Dec-11,12-Dec-11,0.27,-10.58,2.7207,0.0296,-0.00959,0.00403,0.2475,0.2925,EURUSD_1230,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2874,,26,13-Dec-11,13-Dec-11,0.27875,-10.6,2.6062,0.02959,-0.00925,0.00418,0.2575,0.3,EURUSD_1231,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2873,,27,14-Dec-11,14-Dec-11,0.2875,-10.61,2.4988,0.02955,-0.00892,0.00433,0.2675,0.3075,EURUSD_1232,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2872,,28,15-Dec-11,15-Dec-11,0.295,-10.6,2.398,0.0295,-0.00861,0.00446,0.275,0.315,EURUSD_1233,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2871,,29,16-Dec-11,16-Dec-11,0.3025,-10.59,2.3036,0.02943,-0.00831,0.0046,0.2825,0.3225,EURUSD_1234,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.287,,30,17-Dec-11,17-Dec-11,0.305,-10.57,2.2812,0.02978,-0.00803,0.00476,0.285,0.325,EURUSD_1235,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2869,,31,18-Dec-11,18-Dec-11,0.31,-10.56,2.218,0.02985,-0.00776,0.0049,0.29,0.33,EURUSD_1236,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2868,,32,19-Dec-11,19-Dec-11,0.3175,-10.53,2.1348,0.02974,-0.00751,0.00502,0.2975,0.3375,EURUSD_1237,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2867,,33,20-Dec-11,20-Dec-11,0.3225,-10.51,2.0588,0.02964,-0.00727,0.00514,0.3025,0.3425,EURUSD_1238,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2866,,34,21-Dec-11,21-Dec-11,0.325,-10.47,1.987,0.02953,-0.00704,0.00525,0.305,0.345,EURUSD_1239,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2865,,35,22-Dec-11,22-Dec-11,0.33,-10.44,1.919,0.02941,-0.00682,0.00536,0.31,0.35,EURUSD_1240,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2864,,36,23-Dec-11,23-Dec-11,0.3325,-10.4,1.8551,0.0293,-0.00661,0.00546,0.3125,0.3525,EURUSD_1241,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2863,,37,24-Dec-11,24-Dec-11,0.335,-10.38,1.8402,0.02957,-0.00643,0.00561,0.315,0.355,EURUSD_1242,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2862,,38,25-Dec-11,25-Dec-11,0.3375,-10.35,1.8002,0.02962,-0.00625,0.00573,0.3175,0.3575,EURUSD_1243,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2861,,39,26-Dec-11,26-Dec-11,0.34,-10.31,1.7569,0.02961,-0.00607,0.00585,0.32,0.36,EURUSD_1244,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.286,,40,27-Dec-11,27-Dec-11,0.3425,-10.28,1.7157,0.02961,-0.00591,0.00596,0.3225,0.3625,EURUSD_1245,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2859,,41,28-Dec-11,28-Dec-11,0.3475,-10.24,1.6625,0.02946,-0.00574,0.00604,0.3275,0.3675,EURUSD_1246,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2858,,42,29-Dec-11,29-Dec-11,0.3475,-10.19,1.6123,0.02932,-0.00559,0.00613,0.3275,0.3675,EURUSD_1247,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2857,,43,30-Dec-11,30-Dec-11,0.3525,-10.15,1.5645,0.02918,-0.00544,0.00621,0.3325,0.3725,EURUSD_1248,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2856,,44,31-Dec-11,31-Dec-11,0.3525,-10.12,1.5535,0.0294,-0.00531,0.00635,0.3325,0.3725,EURUSD_1249,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2855,,45,01-Jan-12,01-Jan-12,0.355,-10.09,1.524,0.02942,-0.00518,0.00646,0.335,0.375,EURUSD_1250,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2854,,46,02-Jan-12,02-Jan-12,0.3575,-10.05,1.4915,0.02939,-0.00505,0.00655,0.3375,0.3775,EURUSD_1251,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2853,,47,03-Jan-12,03-Jan-12,0.3625,-10,1.4498,0.02924,-0.00493,0.00662,0.3425,0.3825,EURUSD_1252,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2852,,48,04-Jan-12,04-Jan-12,0.365,-9.9555,1.41,0.02909,-0.0048,0.0067,0.345,0.385,EURUSD_1253,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2851,,49,05-Jan-12,05-Jan-12,0.3675,-9.9077,1.3721,0.02894,-0.00469,0.00677,0.3475,0.3875,EURUSD_1254,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.285,,50,06-Jan-12,06-Jan-12,0.37,-9.8595,1.3358,0.02879,-0.00458,0.00683,0.35,0.39,EURUSD_1255,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2849,,51,07-Jan-12,07-Jan-12,0.37,-9.839,1.3279,0.02899,-0.00448,0.00696,0.35,0.39,EURUSD_1256,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2848,,52,08-Jan-12,08-Jan-12,0.3725,-9.8016,1.3037,0.02896,-0.00438,0.00705,0.3525,0.3925,EURUSD_1257,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2847,,53,09-Jan-12,09-Jan-12,0.375,-9.7539,1.2707,0.02882,-0.00429,0.00711,0.355,0.395,EURUSD_1258,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2846,,54,10-Jan-12,10-Jan-12,0.3775,-9.7061,1.239,0.02867,-0.00419,0.00717,0.3575,0.3975,EURUSD_1259,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2845,,55,11-Jan-12,11-Jan-12,0.38,-9.6585,1.2088,0.02852,-0.0041,0.00723,0.36,0.4,EURUSD_1260,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2844,,56,12-Jan-12,12-Jan-12,0.3825,-9.611,1.1799,0.02838,-0.00401,0.00728,0.3625,0.4025,EURUSD_1261,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2843,,57,13-Jan-12,13-Jan-12,0.385,-9.564,1.1523,0.02825,-0.00392,0.00734,0.365,0.405,EURUSD_1262,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2842,,58,14-Jan-12,14-Jan-12,0.385,-9.545,1.1465,0.02841,-0.00385,0.00745,0.365,0.405,EURUSD_1263,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2841,,59,15-Jan-12,15-Jan-12,0.3875,-9.5087,1.1278,0.02839,-0.00378,0.00753,0.3675,0.4075,EURUSD_1264,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.284,,60,16-Jan-12,16-Jan-12,0.3875,-9.4696,1.1076,0.02833,-0.0037,0.0076,0.3675,0.4075,EURUSD_1265,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2839,,61,17-Jan-12,17-Jan-12,0.39,-9.4236,1.0829,0.02819,-0.00363,0.00765,0.37,0.41,EURUSD_1266,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2838,,62,18-Jan-12,18-Jan-12,0.3925,-9.3777,1.0591,0.02805,-0.00355,0.0077,0.3725,0.4125,EURUSD_1267,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2837,,63,19-Jan-12,19-Jan-12,0.395,-9.3323,1.0363,0.02792,-0.00348,0.00774,0.375,0.415,EURUSD_1268,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2836,,64,20-Jan-12,20-Jan-12,0.3975,-9.285,1.013,0.02777,-0.00341,0.00778,0.3775,0.4175,EURUSD_1269,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2835,,65,21-Jan-12,21-Jan-12,0.3975,-9.2665,1.008,0.02791,-0.00336,0.00789,0.3775,0.4175,EURUSD_1270,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2834,,66,22-Jan-12,22-Jan-12,0.4,-9.2306,0.99233,0.02786,-0.0033,0.00795,0.38,0.42,EURUSD_1271,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2833,,67,23-Jan-12,23-Jan-12,0.4025,-9.1841,0.97067,0.02771,-0.00324,0.00799,0.3825,0.4225,EURUSD_1272,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2832,,68,24-Jan-12,24-Jan-12,0.405,-9.1381,0.94957,0.02756,-0.00318,0.00803,0.385,0.425,EURUSD_1273,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2831,,69,25-Jan-12,25-Jan-12,0.4075,-9.0927,0.92935,0.02741,-0.00312,0.00806,0.3875,0.4275,EURUSD_1274,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.283,,70,26-Jan-12,26-Jan-12,0.41,-9.0473,0.90969,0.02726,-0.00306,0.0081,0.39,0.43,EURUSD_1275,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2829,,71,27-Jan-12,27-Jan-12,0.4125,-9.0027,0.89092,0.02712,-0.00301,0.00813,0.3925,0.4325,EURUSD_1276,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2828,,72,28-Jan-12,28-Jan-12,0.41,-8.9856,0.88687,0.02724,-0.00296,0.00823,0.39,0.43,EURUSD_1277,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2827,,73,29-Jan-12,29-Jan-12,0.4125,-8.9515,0.87402,0.0272,-0.00291,0.00828,0.3925,0.4325,EURUSD_1278,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2826,,74,30-Jan-12,30-Jan-12,0.4125,-8.908,0.85652,0.02706,-0.00286,0.00831,0.3925,0.4325,EURUSD_1279,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2825,,75,31-Jan-12,31-Jan-12,0.415,-8.8647,0.83954,0.02692,-0.00282,0.00834,0.395,0.435,EURUSD_1280,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2824,,76,01-Feb-12,01-Feb-12,0.4175,-8.8221,0.82325,0.02678,-0.00277,0.00837,0.3975,0.4375,EURUSD_1281,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2823,,77,02-Feb-12,02-Feb-12,0.42,-8.7798,0.80749,0.02665,-0.00272,0.0084,0.4,0.44,EURUSD_1282,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2822,,78,03-Feb-12,03-Feb-12,0.4225,-8.7379,0.79218,0.02652,-0.00268,0.00843,0.4025,0.4425,EURUSD_1283,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2821,,79,04-Feb-12,04-Feb-12,0.4225,-8.7225,0.78915,0.02664,-0.00264,0.00852,0.4025,0.4425,EURUSD_1284,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.282,,80,05-Feb-12,05-Feb-12,0.4225,-8.6906,0.77868,0.02659,-0.0026,0.00857,0.4025,0.4425,EURUSD_1285,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2819,,81,06-Feb-12,06-Feb-12,0.425,-8.65,0.76445,0.02647,-0.00256,0.0086,0.405,0.445,EURUSD_1286,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2818,,82,07-Feb-12,07-Feb-12,0.4275,-8.6096,0.75061,0.02634,-0.00252,0.00862,0.4075,0.4475,EURUSD_1287,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2817,,83,08-Feb-12,08-Feb-12,0.43,-8.5697,0.7372,0.02622,-0.00248,0.00865,0.41,0.45,EURUSD_1288,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2816,,84,09-Feb-12,09-Feb-12,0.4325,-8.5303,0.72421,0.02609,-0.00244,0.00867,0.4125,0.4525,EURUSD_1289,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2815,,85,10-Feb-12,10-Feb-12,0.4275,-8.4914,0.71167,0.02598,-0.00241,0.00869,0.4075,0.4475,EURUSD_1290,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2814,,86,11-Feb-12,11-Feb-12,0.4275,-8.477,0.70919,0.02608,-0.00238,0.00878,0.4075,0.4475,EURUSD_1291,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2813,,87,12-Feb-12,12-Feb-12,0.43,-8.4476,0.70066,0.02604,-0.00234,0.00883,0.41,0.45,EURUSD_1292,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2812,,88,13-Feb-12,13-Feb-12,0.43,-8.4095,0.6888,0.02593,-0.00231,0.00885,0.41,0.45,EURUSD_1293,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2811,,89,14-Feb-12,14-Feb-12,0.4325,-8.3719,0.6773,0.02581,-0.00227,0.00887,0.4125,0.4525,EURUSD_1294,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.281,,90,15-Feb-12,15-Feb-12,0.435,-8.3348,0.66619,0.0257,-0.00224,0.00889,0.415,0.455,EURUSD_1295,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2809,,91,16-Feb-12,16-Feb-12,0.4375,-8.2982,0.65542,0.02559,-0.00221,0.00891,0.4175,0.4575,EURUSD_1296,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2808,,92,17-Feb-12,17-Feb-12,0.4375,-8.262,0.64496,0.02548,-0.00218,0.00893,0.4175,0.4575,EURUSD_1297,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2807,,93,18-Feb-12,18-Feb-12,0.4375,-8.249,0.64306,0.02558,-0.00215,0.00901,0.4175,0.4575,EURUSD_1298,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2806,,94,19-Feb-12,19-Feb-12,0.44,-8.2225,0.63626,0.02556,-0.00213,0.00906,0.42,0.46,EURUSD_1299,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2805,,95,20-Feb-12,20-Feb-12,0.44,-8.1941,0.62884,0.02551,-0.0021,0.00909,0.42,0.46,EURUSD_1300,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2804,,96,21-Feb-12,21-Feb-12,0.4425,-8.1603,0.61954,0.02542,-0.00207,0.00911,0.4225,0.4625,EURUSD_1301,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2803,,97,22-Feb-12,22-Feb-12,0.445,-8.1267,0.61035,0.02532,-0.00204,0.00913,0.425,0.465,EURUSD_1302,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2802,,98,23-Feb-12,23-Feb-12,0.445,-8.0938,0.60153,0.02523,-0.00202,0.00915,0.425,0.465,EURUSD_1303,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2801,,99,24-Feb-12,24-Feb-12,0.4475,-8.0613,0.59295,0.02514,-0.00199,0.00917,0.4275,0.4675,EURUSD_1304,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.28,,100,25-Feb-12,25-Feb-12,0.4475,-8.0492,0.5913,0.02523,-0.00197,0.00926,0.4275,0.4675,EURUSD_1305,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2799,,101,26-Feb-12,26-Feb-12,0.4475,-8.0246,0.58542,0.02521,-0.00195,0.0093,0.4275,0.4675,EURUSD_1306,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2798,,102,27-Feb-12,27-Feb-12,0.45,-7.9929,0.57728,0.02512,-0.00192,0.00932,0.43,0.47,EURUSD_1307,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2797,,103,28-Feb-12,28-Feb-12,0.4525,-7.9613,0.56927,0.02503,-0.0019,0.00933,0.4325,0.4725,EURUSD_1308,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2796,,104,29-Feb-12,29-Feb-12,0.4525,-7.9299,0.56138,0.02494,-0.00188,0.00935,0.4325,0.4725,EURUSD_1309,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2795,,105,01-Mar-12,01-Mar-12,0.455,-7.8991,0.5538,0.02486,-0.00185,0.00937,0.435,0.475,EURUSD_1310,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2794,,106,02-Mar-12,02-Mar-12,0.455,-7.8688,0.54643,0.02478,-0.00183,0.00939,0.435,0.475,EURUSD_1311,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2793,,107,03-Mar-12,03-Mar-12,0.455,-7.8575,0.54502,0.02486,-0.00181,0.00946,0.435,0.475,EURUSD_1312,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2792,,108,04-Mar-12,04-Mar-12,0.4575,-7.8344,0.53994,0.02484,-0.00179,0.0095,0.4375,0.4775,EURUSD_1313,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2791,,109,05-Mar-12,05-Mar-12,0.4575,-7.8046,0.53288,0.02476,-0.00177,0.00952,0.4375,0.4775,EURUSD_1314,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.279,,110,06-Mar-12,06-Mar-12,0.46,-7.7753,0.52601,0.02468,-0.00175,0.00953,0.44,0.48,EURUSD_1315,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2789,,111,07-Mar-12,07-Mar-12,0.46,-7.7458,0.51918,0.0246,-0.00173,0.00955,0.44,0.48,EURUSD_1316,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2788,,112,08-Mar-12,08-Mar-12,0.4625,-7.7171,0.51263,0.02452,-0.00171,0.00956,0.4425,0.4825,EURUSD_1317,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2787,,113,09-Mar-12,09-Mar-12,0.465,-7.6888,0.50625,0.02444,-0.00169,0.00958,0.445,0.485,EURUSD_1318,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2786,,114,10-Mar-12,10-Mar-12,0.4625,-7.6782,0.50507,0.02452,-0.00168,0.00965,0.4425,0.4825,EURUSD_1319,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2785,,115,11-Mar-12,11-Mar-12,0.465,-7.6566,0.50068,0.0245,-0.00166,0.00969,0.445,0.485,EURUSD_1320,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2784,,116,12-Mar-12,12-Mar-12,0.465,-7.6288,0.49454,0.02443,-0.00164,0.00971,0.445,0.485,EURUSD_1321,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2783,,117,13-Mar-12,13-Mar-12,0.4675,-7.6012,0.48853,0.02435,-0.00162,0.00972,0.4475,0.4875,EURUSD_1322,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2782,,118,14-Mar-12,14-Mar-12,0.4675,-7.5738,0.48263,0.02428,-0.0016,0.00973,0.4475,0.4875,EURUSD_1323,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2781,,119,15-Mar-12,15-Mar-12,0.47,-7.5465,0.4768,0.0242,-0.00159,0.00975,0.45,0.49,EURUSD_1324,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.278,,120,16-Mar-12,16-Mar-12,0.47,-7.52,0.47124,0.02413,-0.00157,0.00976,0.45,0.49,EURUSD_1325,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2779,,121,17-Mar-12,17-Mar-12,0.47,-7.5101,0.47023,0.02421,-0.00156,0.00983,0.45,0.49,EURUSD_1326,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.2778,,122,18-Mar-12,18-Mar-12,0.47,-7.4898,0.46639,0.02419,-0.00154,0.00986,0.45,0.49,EURUSD_1327,0
